Certificate of Inspection,Inspection Number,Date of Occurance,Year (added),Business Unique ID,Business Name,DBA Trade Name,Business Category,Inspection type,Device Category,Device Class,Device Type,Devices Inspected,Devices Approved,Devices Condemned/Confiscated,Confiscated,Address Type,Building Number,Street Name,Street Name 2,Unit Type,Unit,City,State,Postcode,Borough,Community Board,Council District,BIN,BBL,NTA,Latitude,Longitude
A0216989,INS-000838438,03/19/2025,2025,BA-1087639-2022,BOLLA OPERATING CORP.,MOBIL,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,1,Confiscated,Complete Address,868,ARTHUR KILL RD,,,,STATEN ISLAND,NY,10312,Staten Island,503,51,5073740,5055330077,SI54,40.56099063,-74.16938819
A0213080,INS-000831726,02/25/2025,2025,BA-1112584-2022,21 BEDFORD INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,1,Confiscated,Complete Address,2193,BEDFORD AVE,,,,BROOKLYN,NY,11226,Brooklyn,317,40,3117237,3051040012,BK95,40.65034309,-73.95580699
A0213557,INS-000832476,02/26/2025,2025,BA-1662038-2023,"James Joyce, Inc.",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,1,Confiscated,Complete Address,1982,BRONXDALE AVE,,,,BRONX,NY,10462,Bronx,211,13,2048024,2042610060,BX37,40.84977896,-73.86414623
A0216716,INS-000837973,03/18/2025,2025,BA-1229690-2022,"DANTONI'S SERVICE CENTER, INC.",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,1,Confiscated,Complete Address,5931,AMBOY RD,,,,STATEN ISLAND,NY,10309,Staten Island,503,51,5084728,5069010268,SI32,40.52563446,-74.20486624
A0213473,INS-000832340,02/26/2025,2025,BA-1720823-2025,TINGO FOOD MARKET CORPORATION,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,6,4,1,Confiscated,Complete Address,82,E BURNSIDE AVE,,,,BRONX,NY,10453,Bronx,205,14,2007948,2028290045,BX41,40.85326795,-73.90593302
A0214629,INS-000834222,03/05/2025,2025,BA-1330307-2022,GRAND CONCOURSE GAS INC,MOBIL,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,1,Confiscated,Complete Address,611,GRAND CONCOURSE,,,,BRONX,NY,10451,Bronx,204,8,2001076,2023480045,BX63,40.82014604,-73.92657735
A0213354,INS-000832162,02/26/2025,2025,BA-1100166-2022,BOLLA OPERATING CORP.,KINGS CATON & CONEY MOBIL,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,1,Confiscated,Complete Address,378,CONEY ISLAND AVE,,,,BROOKLYN,NY,11218,Brooklyn,307,40,3124080,3053220080,BK40,40.64873413,-73.97154534
A0215312,INS-000835521,03/10/2025,2025,BA-1124139-2022,BROADWAY AUTO TECH INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,1,Confiscated,Complete Address,4275,BROADWAY,,,,NEW YORK,NY,10033,Manhattan,112,10,1085724,1021800095,MN35,40.85087561,-73.93538483
A0215747,INS-000836222,03/12/2025,2025,BA-1370598-2022,GREENPOINT EXPRESSWAY INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,1,Confiscated,Complete Address,3515,GREENPOINT AVE,,,,LONG ISLAND CITY,NY,11101,Queens,402,26,4003368,4002350026,QN31,40.73725474,-73.93060554
A0214445,INS-000833934,03/04/2025,2025,BA-1722946-2025,ISAAC FISH MARKET INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,0,1,Confiscated,Complete Address,28,W BURNSIDE AVE,,,,BRONX,NY,10453,Bronx,205,14,2008632,2028700031,,40.85379992,-73.90871927
A0215475,INS-000835781,03/11/2025,2025,BA-1234290-2022,DAF GAS CORP,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,1,Confiscated,Complete Address,1105,60TH ST,,,,BROOKLYN,NY,11219,Brooklyn,312,44,3141024,3057100067,BK88,40.63127255,-74.00255074
A0213272,INS-000832053,02/26/2025,2025,BA-1545133-2022,SPRAGUE OPERATING RESOURCES LLC,,Gasoline Truck-Retail - 822,WAM - Petroleum,Fuel Oil,Fuel Oil Meter Test,Petrol Meter Type B,1,0,1,Confiscated,Complete Address,245,MESEROLE AVE,,,,BROOKLYN,NY,11222,Brooklyn,301,33,3065442,3026040001,BK76,40.72923191,-73.94616813
A0215582,INS-000835955,03/11/2025,2025,BA-1522036-2022,WILLIAMSBRIDGE AUTO CARE INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,1,Confiscated,Complete Address,2007,WILLIAMSBRIDGE RD,,,,BRONX,NY,10461,Bronx,211,13,2049167,2043060020,BX49,40.85443333,-73.8546008
A0213000,INS-000831598,02/25/2025,2025,BA-1545133-2022,SPRAGUE OPERATING RESOURCES LLC,,Gasoline Truck-Retail - 822,WAM - Petroleum,Fuel Oil,Fuel Oil Meter Test,Petrol Meter Type B,1,0,1,Confiscated,Complete Address,245,MESEROLE AVE,,,,BROOKLYN,NY,11222,Brooklyn,301,33,3065442,3026040001,BK76,40.72923191,-73.94616813
A0216546,INS-000837691,03/17/2025,2025,BA-1089430-2022,BOLLA OPERATING CORP.,KINGS HILLSIDE C-STORE,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,1,Confiscated,Complete Address,18705,HILLSIDE AVE,,,,JAMAICA,NY,11432,Queens,408,24,4213411,4099600019,QN06,40.7146677,-73.77546314
A0214342,INS-000833737,03/04/2025,2025,BA-1469374-2022,"RALPH & FOSTER, INC",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,1,Confiscated,Complete Address,5916,FOSTER AVE,,,,BROOKLYN,NY,11234,Brooklyn,318,45,3222401,3079550006,BK58,40.63977566,-73.92016035
A0217642,INS-000839633,03/24/2025,2025,BA-1050136-2022,AXIOS TRANSPORTATION CORP,,Fuel Oil Dealer - 814,WAM - Petroleum,Fuel Oil,Fuel Oil Meter Test,Petrol Meter Type B,1,0,1,Confiscated,Complete Address,245,MESEROLE AVE,,,,BROOKLYN,NY,11222,Brooklyn,301,33,3065442,3026040001,BK76,40.72923191,-73.94616813
A0214176,INS-000833501,03/03/2025,2025,BA-1565167-2022,RIDGEWOOD GAS INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,1,Confiscated,Complete Address,1884,FLUSHING AVE,,,,RIDGEWOOD,NY,11385,Queens,405,34,4437689,4033940033,QN20,40.71222037,-73.91888323
A0217508,INS-000839322,03/21/2025,2025,BA-1441691-2022,NAVY YARD GAS INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,1,Confiscated,Complete Address,168,FLUSHING AVE,,,,BROOKLYN,NY,11205,Brooklyn,302,35,3054129,3018730025,BK99,40.697791,-73.96958058
A0189230,INS-000784954,09/20/2024,2024,BA-1335574-2022,KARMA FARMERS MARKET INC,FAMILY FRUIT,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,9,8,1,Confiscated,Complete Address,2270,HYLAN BLVD,,,,STATEN ISLAND,NY,10306,Staten Island,502,50,5053640,5037000001,SI45,40.57535717,-74.10482393
A0215250,INS-000835417,03/10/2025,2025,BA-1124151-2022,ASTORIA FUEL & CONVENIENCE STORE INC,BP,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,1,Confiscated,Complete Address,3002,ASTORIA BLVD,,,,ASTORIA,NY,11102,Queens,401,22,4007822,4005980031,QN71,40.77026088,-73.91885224
A0217004,INS-000838458,03/19/2025,2025,BA-1234144-2022,D Z GAS CORP,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,1,Confiscated,Complete Address,2509,VICTORY BLVD,,,,STATEN ISLAND,NY,10314,Staten Island,501,50,5013158,5004860008,SI07,40.61018663,-74.1468301
A0217442,INS-000839216,03/21/2025,2025,BA-1324062-2022,GRAND PARSONS MART LLC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,1,Confiscated,Complete Address,8404,PARSONS BLVD,,,,JAMAICA,NY,11432,Queens,408,24,4208769,4097510001,QN35,40.7140638,-73.8072376
